perceptual_result,group_1,stimuliShown,block,stim1,stim2,response,rt,reward,ID,stim_chosen,typeOfChoice,highChosen,riskChosen,forced,choices,win,correct,risky,trial,trial_cont,trial_id,trial_n,trigger_integer,new_block,trialIndex
underestimator,underestimator,41,2,4,1,1,0.7225544000002628,51,6,1,3,1,NA,0,0,NA,1,NA,151,151,331,151,41,0,151
underestimator,underestimator,21,2,2,1,1,0.5292912000004435,38,6,1,1,NA,1,0,0,1,NA,1,152,152,332,152,21,0,152
underestimator,underestimator,14,2,1,4,0,0.6568396000002394,49,6,1,3,1,NA,0,1,NA,1,NA,153,153,333,153,14,0,153
underestimator,underestimator,31,2,3,1,1,0.5285843000001478,50,6,1,2,1,NA,0,0,NA,1,NA,154,154,334,154,31,0,154
underestimator,underestimator,24,2,2,4,0,0.7696393000005628,69,6,2,5,1,NA,0,1,NA,1,NA,155,155,335,155,24,0,155
underestimator,underestimator,43,2,4,3,0,1.002840400000423,44,6,4,6,NA,0,0,1,-1,NA,0,156,156,336,156,43,0,156
underestimator,underestimator,13,2,1,3,0,0.7552280999998402,58,6,1,2,1,NA,0,1,NA,1,NA,157,157,337,157,13,0,157
underestimator,underestimator,41,2,4,1,1,0.6165940999999293,91,6,1,3,1,NA,0,0,NA,1,NA,158,158,338,158,41,0,158
underestimator,underestimator,21,2,2,1,1,0.9163902999998754,71,6,1,1,NA,1,0,0,1,NA,1,159,159,339,159,21,0,159
underestimator,underestimator,32,2,3,2,1,0.7521389999992607,65,6,2,4,1,NA,0,0,NA,1,NA,160,160,340,160,32,0,160
underestimator,underestimator,21,2,2,1,1,0.603417399999671,27,6,1,1,NA,1,0,0,1,NA,1,161,161,341,161,21,0,161
underestimator,underestimator,23,2,2,3,0,0.7588601999996172,51,6,2,4,1,NA,0,1,NA,1,NA,162,162,342,162,23,0,162
underestimator,underestimator,32,2,3,2,1,0.6284198000003016,66,6,2,4,1,NA,0,0,NA,1,NA,163,163,343,163,32,0,163
underestimator,underestimator,34,2,3,4,1,0.9066149999998743,45,6,4,6,NA,0,0,0,-1,NA,0,164,164,344,164,34,0,164
underestimator,underestimator,21,2,2,1,1,0.5277278999992632,66,6,1,1,NA,1,0,0,1,NA,1,165,165,345,165,21,0,165
underestimator,underestimator,42,2,4,2,1,0.6924574999993638,58,6,2,5,1,NA,0,0,NA,1,NA,166,166,346,166,42,0,166
underestimator,underestimator,23,2,2,3,0,0.9921458999997412,53,6,2,4,1,NA,0,1,NA,1,NA,167,167,347,167,23,0,167
underestimator,underestimator,43,2,4,3,0,0.9571978000003583,38,6,4,6,NA,0,0,1,-1,NA,0,168,168,348,168,43,0,168
underestimator,underestimator,31,2,3,1,1,0.6379449000005479,65,6,1,2,1,NA,0,0,NA,1,NA,169,169,349,169,31,0,169
underestimator,underestimator,23,2,2,3,0,0.7302320999997391,65,6,2,4,1,NA,0,1,NA,1,NA,170,170,350,170,23,0,170
underestimator,underestimator,32,2,3,2,1,0.5703108999996402,62,6,2,4,1,NA,0,0,NA,1,NA,171,171,351,171,32,0,171
underestimator,underestimator,31,2,3,1,1,0.5834952000004705,54,6,1,2,1,NA,0,0,NA,1,NA,172,172,352,172,31,0,172
underestimator,underestimator,13,2,1,3,0,0.736985999999888,66,6,1,2,1,NA,0,1,NA,1,NA,173,173,353,173,13,0,173
underestimator,underestimator,12,2,1,2,0,1.1034516999998232,58,6,1,1,NA,1,0,1,1,NA,1,174,174,354,174,12,0,174
underestimator,underestimator,31,2,3,1,1,0.6415901999998823,73,6,1,2,1,NA,0,0,NA,1,NA,175,175,355,175,31,0,175
underestimator,underestimator,34,2,3,4,1,0.7652176999999938,28,6,4,6,NA,0,0,0,-1,NA,0,176,176,356,176,34,0,176
underestimator,underestimator,24,2,2,4,0,0.9401498000006541,53,6,2,5,1,NA,0,1,NA,1,NA,177,177,357,177,24,0,177
underestimator,underestimator,31,2,3,1,1,0.5949079000001802,44,6,1,2,1,NA,0,0,NA,1,NA,178,178,358,178,31,0,178
underestimator,underestimator,32,2,3,2,1,0.6527964999995675,56,6,2,4,1,NA,0,0,NA,1,NA,179,179,359,179,32,0,179
underestimator,underestimator,13,2,1,3,0,0.8430257999998503,61,6,1,2,1,NA,0,1,NA,1,NA,180,180,360,180,13,0,180
underestimator,underestimator,34,3,3,4,1,0.752734299999247,37,6,4,6,NA,0,0,0,-1,NA,0,1,1,361,1,34,1,1
underestimator,underestimator,32,3,3,2,0,0.7666988000000856,14,6,3,4,0,NA,0,1,NA,0,NA,2,2,362,2,32,0,2
underestimator,underestimator,21,3,2,1,0,0.6663924000004045,57,6,2,1,NA,0,0,1,1,NA,0,3,3,363,3,21,0,3
underestimator,underestimator,41,3,4,1,1,0.9751384999999573,71,6,1,3,1,NA,0,0,NA,1,NA,4,4,364,4,41,0,4
underestimator,underestimator,23,3,2,3,0,0.8910596999994596,70,6,2,4,1,NA,0,1,NA,1,NA,5,5,365,5,23,0,5
underestimator,underestimator,42,3,4,2,0,0.9292322999999669,42,6,4,5,0,NA,0,1,NA,0,NA,6,6,366,6,42,0,6
underestimator,underestimator,23,3,2,3,0,0.8658504999993966,60,6,2,4,1,NA,0,1,NA,1,NA,7,7,367,7,23,0,7
underestimator,underestimator,21,3,2,1,1,0.46653280000009545,83,6,1,1,NA,1,0,0,1,NA,1,8,8,368,8,21,0,8
underestimator,underestimator,23,3,2,3,0,1.024973399999908,65,6,2,4,1,NA,0,1,NA,1,NA,9,9,369,9,23,0,9
underestimator,underestimator,42,3,4,2,1,1.042805899999621,69,6,2,5,1,NA,0,0,NA,1,NA,10,10,370,10,42,0,10
underestimator,underestimator,34,3,3,4,1,1.062718300000597,48,6,4,6,NA,0,0,0,-1,NA,0,11,11,371,11,34,0,11
underestimator,underestimator,32,3,3,2,1,0.7547020000001794,53,6,2,4,1,NA,0,0,NA,1,NA,12,12,372,12,32,0,12
underestimator,underestimator,21,3,2,1,1,0.7999605000004522,44,6,1,1,NA,1,0,0,1,NA,1,13,13,373,13,21,0,13
underestimator,underestimator,13,3,1,3,0,0.6035167000000001,73,6,1,2,1,NA,0,1,NA,1,NA,14,14,374,14,13,0,14
underestimator,underestimator,21,3,2,1,1,0.6505110999996759,47,6,1,1,NA,1,0,0,1,NA,1,15,15,375,15,21,0,15
underestimator,underestimator,43,3,4,3,0,1.0190788999998404,37,6,4,6,NA,0,0,1,-1,NA,0,16,16,376,16,43,0,16
underestimator,underestimator,42,3,4,2,1,1.0674603000006755,63,6,2,5,1,NA,0,0,NA,1,NA,17,17,377,17,42,0,17
underestimator,underestimator,13,3,1,3,0,0.6924538999992365,76,6,1,2,1,NA,0,1,NA,1,NA,18,18,378,18,13,0,18
underestimator,underestimator,23,3,2,3,0,0.851787399999921,68,6,2,4,1,NA,0,1,NA,1,NA,19,19,379,19,23,0,19
underestimator,underestimator,41,3,4,1,1,0.6032863999998881,38,6,1,3,1,NA,0,0,NA,1,NA,20,20,380,20,41,0,20
underestimator,underestimator,32,3,3,2,1,0.6937851000002411,55,6,2,4,1,NA,0,0,NA,1,NA,21,21,381,21,32,0,21
underestimator,underestimator,41,3,4,1,1,0.5533533000007083,45,6,1,3,1,NA,0,0,NA,1,NA,22,22,382,22,41,0,22
underestimator,underestimator,24,3,2,4,0,0.8922018000002936,57,6,2,5,1,NA,0,1,NA,1,NA,23,23,383,23,24,0,23
underestimator,underestimator,43,3,4,3,0,0.8030896000000212,29,6,4,6,NA,0,0,1,-1,NA,0,24,24,384,24,43,0,24
underestimator,underestimator,23,3,2,3,0,0.7036621000006562,59,6,2,4,1,NA,0,1,NA,1,NA,25,25,385,25,23,0,25
underestimator,underestimator,12,3,1,2,0,1.04529999999977,39,6,1,1,NA,1,0,1,1,NA,1,26,26,386,26,12,0,26
underestimator,underestimator,21,3,2,1,1,0.769009399999959,79,6,1,1,NA,1,0,0,1,NA,1,27,27,387,27,21,0,27
underestimator,underestimator,42,3,4,2,1,0.7035628000003271,51,6,2,5,1,NA,0,0,NA,1,NA,28,28,388,28,42,0,28
underestimator,underestimator,13,3,1,3,0,0.7058131000003414,80,6,1,2,1,NA,0,1,NA,1,NA,29,29,389,29,13,0,29
underestimator,underestimator,13,3,1,3,0,0.7024152000003596,43,6,1,2,1,NA,0,1,NA,1,NA,30,30,390,30,13,0,30
underestimator,underestimator,42,3,4,2,1,0.817098999999871,64,6,2,5,1,NA,0,0,NA,1,NA,31,31,391,31,42,0,31
underestimator,underestimator,24,3,2,4,0,0.5951383000001442,51,6,2,5,1,NA,0,1,NA,1,NA,32,32,392,32,24,0,32
underestimator,underestimator,21,3,2,1,1,0.7604619000003368,61,6,1,1,NA,1,0,0,1,NA,1,33,33,393,33,21,0,33
underestimator,underestimator,32,3,3,2,1,0.6952307999999903,56,6,2,4,1,NA,0,0,NA,1,NA,34,34,394,34,32,0,34
underestimator,underestimator,31,3,3,1,1,0.8187746000003244,66,6,1,2,1,NA,0,0,NA,1,NA,35,35,395,35,31,0,35
underestimator,underestimator,31,3,3,1,1,0.5089729000001171,33,6,1,2,1,NA,0,0,NA,1,NA,36,36,396,36,31,0,36
underestimator,underestimator,42,3,4,2,1,0.6534482999995816,54,6,2,5,1,NA,0,0,NA,1,NA,37,37,397,37,42,0,37
underestimator,underestimator,12,3,1,2,0,0.9665199999999459,84,6,1,1,NA,1,0,1,1,NA,1,38,38,398,38,12,0,38
underestimator,underestimator,32,3,3,2,1,0.8673298000003342,70,6,2,4,1,NA,0,0,NA,1,NA,39,39,399,39,32,0,39
underestimator,underestimator,41,3,4,1,1,0.6033272000004217,62,6,1,3,1,NA,0,0,NA,1,NA,40,40,400,40,41,0,40
underestimator,underestimator,42,3,4,2,1,0.550619500000721,72,6,2,5,1,NA,0,0,NA,1,NA,41,41,401,41,42,0,41
underestimator,underestimator,31,3,3,1,1,0.5918259000000035,29,6,1,2,1,NA,0,0,NA,1,NA,42,42,402,42,31,0,42
underestimator,underestimator,41,3,4,1,1,0.5914693999993688,93,6,1,3,1,NA,0,0,NA,1,NA,43,43,403,43,41,0,43
underestimator,underestimator,43,3,4,3,0,1.10799279999992,52,6,4,6,NA,0,0,1,-1,NA,0,44,44,404,44,43,0,44
underestimator,underestimator,42,3,4,2,1,0.5300403000001097,67,6,2,5,1,NA,0,0,NA,1,NA,45,45,405,45,42,0,45
underestimator,underestimator,24,3,2,4,0,1.108448199999657,53,6,2,5,1,NA,0,1,NA,1,NA,46,46,406,46,24,0,46
underestimator,underestimator,24,3,2,4,0,0.5533231999997952,64,6,2,5,1,NA,0,1,NA,1,NA,47,47,407,47,24,0,47
underestimator,underestimator,43,3,4,3,0,0.633002900000065,44,6,4,6,NA,0,0,1,-1,NA,0,48,48,408,48,43,0,48
underestimator,underestimator,41,3,4,1,1,0.5952332000006209,61,6,1,3,1,NA,0,0,NA,1,NA,49,49,409,49,41,0,49
underestimator,underestimator,12,3,1,2,0,0.8692795999995724,82,6,1,1,NA,1,0,1,1,NA,1,50,50,410,50,12,0,50
underestimator,underestimator,32,3,3,2,1,0.5914637000005314,62,6,2,4,1,NA,0,0,NA,1,NA,51,51,411,51,32,0,51
underestimator,underestimator,13,3,1,3,0,0.7422515000007479,89,6,1,2,1,NA,0,1,NA,1,NA,52,52,412,52,13,0,52
underestimator,underestimator,14,3,1,4,0,0.7905910999998014,63,6,1,3,1,NA,0,1,NA,1,NA,53,53,413,53,14,0,53
underestimator,underestimator,12,3,1,2,0,0.7972091999999975,66,6,1,1,NA,1,0,1,1,NA,1,54,54,414,54,12,0,54
underestimator,underestimator,42,3,4,2,1,1.2070008999999118,59,6,2,5,1,NA,0,0,NA,1,NA,55,55,415,55,42,0,55
underestimator,underestimator,32,3,3,2,1,0.8815443999992567,56,6,2,4,1,NA,0,0,NA,1,NA,56,56,416,56,32,0,56
underestimator,underestimator,31,3,3,1,1,0.8276943000000756,59,6,1,2,1,NA,0,0,NA,1,NA,57,57,417,57,31,0,57
underestimator,underestimator,12,3,1,2,0,0.8248505999999907,38,6,1,1,NA,1,0,1,1,NA,1,58,58,418,58,12,0,58
underestimator,underestimator,43,3,4,3,1,1.4933776999996553,36,6,3,6,NA,1,0,0,-1,NA,1,59,59,419,59,43,0,59
underestimator,underestimator,24,3,2,4,0,0.8919435999996495,52,6,2,5,1,NA,0,1,NA,1,NA,60,60,420,60,24,0,60
underestimator,underestimator,32,3,3,2,1,0.7619401000001744,51,6,2,4,1,NA,0,0,NA,1,NA,61,61,421,61,32,0,61
underestimator,underestimator,14,3,1,4,0,0.8168115999997099,52,6,1,3,1,NA,0,1,NA,1,NA,62,62,422,62,14,0,62
underestimator,underestimator,24,3,2,4,0,0.8170375999998214,59,6,2,5,1,NA,0,1,NA,1,NA,63,63,423,63,24,0,63
underestimator,underestimator,31,3,3,1,1,0.7171157000002495,65,6,1,2,1,NA,0,0,NA,1,NA,64,64,424,64,31,0,64
underestimator,underestimator,41,3,4,1,1,0.7277851999997438,73,6,1,3,1,NA,0,0,NA,1,NA,65,65,425,65,41,0,65
underestimator,underestimator,24,3,2,4,0,0.8088748000000123,63,6,2,5,1,NA,0,1,NA,1,NA,66,66,426,66,24,0,66
underestimator,underestimator,43,3,4,3,0,0.766185200000109,39,6,4,6,NA,0,0,1,-1,NA,0,67,67,427,67,43,0,67
underestimator,underestimator,21,3,2,1,1,0.9495980000001509,52,6,1,1,NA,1,0,0,1,NA,1,68,68,428,68,21,0,68
underestimator,underestimator,24,3,2,4,0,0.5913826000005429,50,6,2,5,1,NA,0,1,NA,1,NA,69,69,429,69,24,0,69
underestimator,underestimator,34,3,3,4,1,0.8267787999993743,46,6,4,6,NA,0,0,0,-1,NA,0,70,70,430,70,34,0,70
underestimator,underestimator,32,3,3,2,1,0.8411080000005313,67,6,2,4,1,NA,0,0,NA,1,NA,71,71,431,71,32,0,71
underestimator,underestimator,23,3,2,3,0,0.5793963000005533,69,6,2,4,1,NA,0,1,NA,1,NA,72,72,432,72,23,0,72
underestimator,underestimator,42,3,4,2,1,0.6692804999993314,65,6,2,5,1,NA,0,0,NA,1,NA,73,73,433,73,42,0,73
underestimator,underestimator,23,3,2,3,0,0.6582998000003499,56,6,2,4,1,NA,0,1,NA,1,NA,74,74,434,74,23,0,74
underestimator,underestimator,31,3,3,1,1,0.5566687999998976,70,6,1,2,1,NA,0,0,NA,1,NA,75,75,435,75,31,0,75
underestimator,underestimator,43,3,4,3,0,1.0957506999993711,35,6,4,6,NA,0,0,1,-1,NA,0,76,76,436,76,43,0,76
underestimator,underestimator,21,3,2,1,1,0.8486489999995683,69,6,1,1,NA,1,0,0,1,NA,1,77,77,437,77,21,0,77
underestimator,underestimator,12,3,1,2,0,0.5533709000001181,40,6,1,1,NA,1,0,1,1,NA,1,78,78,438,78,12,0,78
underestimator,underestimator,12,3,1,2,0,0.8288392999993448,65,6,1,1,NA,1,0,1,1,NA,1,79,79,439,79,12,0,79
underestimator,underestimator,13,3,1,3,0,0.5413082000004579,42,6,1,2,1,NA,0,1,NA,1,NA,80,80,440,80,13,0,80
underestimator,underestimator,34,3,3,4,0,0.8446070999998483,19,6,3,6,NA,1,0,1,-1,NA,1,81,81,441,81,34,0,81
underestimator,underestimator,12,3,1,2,0,0.7086867999996684,32,6,1,1,NA,1,0,1,1,NA,1,82,82,442,82,12,0,82
underestimator,underestimator,43,3,4,3,0,0.6788294000007227,41,6,4,6,NA,0,0,1,-1,NA,0,83,83,443,83,43,0,83
underestimator,underestimator,12,3,1,2,0,0.6059531000000788,81,6,1,1,NA,1,0,1,1,NA,1,84,84,444,84,12,0,84
underestimator,underestimator,32,3,3,2,1,0.8680137000001196,60,6,2,4,1,NA,0,0,NA,1,NA,85,85,445,85,32,0,85
underestimator,underestimator,12,3,1,2,0,0.7777582999997321,68,6,1,1,NA,1,0,1,1,NA,1,86,86,446,86,12,0,86
underestimator,underestimator,13,3,1,3,0,0.8019653000001199,64,6,1,2,1,NA,0,1,NA,1,NA,87,87,447,87,13,0,87
underestimator,underestimator,14,3,1,4,0,0.856207999999242,78,6,1,3,1,NA,0,1,NA,1,NA,88,88,448,88,14,0,88
underestimator,underestimator,34,3,3,4,1,0.7460324000003311,33,6,4,6,NA,0,0,0,-1,NA,0,89,89,449,89,34,0,89
underestimator,underestimator,13,3,1,3,0,0.6786176999994495,87,6,1,2,1,NA,0,1,NA,1,NA,90,90,450,90,13,0,90
underestimator,underestimator,43,3,4,3,0,1.003745400000298,44,6,4,6,NA,0,0,1,-1,NA,0,91,91,451,91,43,0,91
underestimator,underestimator,13,3,1,3,0,0.7792194000003292,50,6,1,2,1,NA,0,1,NA,1,NA,92,92,452,92,13,0,92
underestimator,underestimator,24,3,2,4,0,0.7032937000003585,69,6,2,5,1,NA,0,1,NA,1,NA,93,93,453,93,24,0,93
underestimator,underestimator,43,3,4,3,0,0.8534159999999247,41,6,4,6,NA,0,0,1,-1,NA,0,94,94,454,94,43,0,94
underestimator,underestimator,12,3,1,2,0,0.9351791999997658,54,6,1,1,NA,1,0,1,1,NA,1,95,95,455,95,12,0,95
underestimator,underestimator,21,3,2,1,1,0.8337819000007585,68,6,1,1,NA,1,0,0,1,NA,1,96,96,456,96,21,0,96
underestimator,underestimator,34,3,3,4,1,0.8417696999995314,36,6,4,6,NA,0,0,0,-1,NA,0,97,97,457,97,34,0,97
underestimator,underestimator,13,3,1,3,0,1.0741335000002437,51,6,1,2,1,NA,0,1,NA,1,NA,98,98,458,98,13,0,98
underestimator,underestimator,24,3,2,4,0,0.6789351999996143,61,6,2,5,1,NA,0,1,NA,1,NA,99,99,459,99,24,0,99
underestimator,underestimator,21,3,2,1,1,0.8584282000001622,53,6,1,1,NA,1,0,0,1,NA,1,100,100,460,100,21,0,100
underestimator,underestimator,14,3,1,4,0,0.879529900000307,43,6,1,3,1,NA,0,1,NA,1,NA,101,101,461,101,14,0,101
underestimator,underestimator,41,3,4,1,1,1.0649117000002661,46,6,1,3,1,NA,0,0,NA,1,NA,102,102,462,102,41,0,102
underestimator,underestimator,43,3,4,3,0,1.0418351999996958,42,6,4,6,NA,0,0,1,-1,NA,0,103,103,463,103,43,0,103
underestimator,underestimator,21,3,2,1,1,0.8034677000005104,56,6,1,1,NA,1,0,0,1,NA,1,104,104,464,104,21,0,104
underestimator,underestimator,34,3,3,4,1,0.9112292999998317,36,6,4,6,NA,0,0,0,-1,NA,0,105,105,465,105,34,0,105
underestimator,underestimator,31,3,3,1,1,0.7160941000001912,62,6,1,2,1,NA,0,0,NA,1,NA,106,106,466,106,31,0,106
underestimator,underestimator,13,3,1,3,0,0.8577925999998115,34,6,1,2,1,NA,0,1,NA,1,NA,107,107,467,107,13,0,107
underestimator,underestimator,24,3,2,4,0,0.9326552000002266,68,6,2,5,1,NA,0,1,NA,1,NA,108,108,468,108,24,0,108
underestimator,underestimator,13,3,1,3,0,0.7789445000007618,64,6,1,2,1,NA,0,1,NA,1,NA,109,109,469,109,13,0,109
underestimator,underestimator,24,3,2,4,0,0.5662572000001092,49,6,2,5,1,NA,0,1,NA,1,NA,110,110,470,110,24,0,110
underestimator,underestimator,14,3,1,4,0,0.5418069999996078,75,6,1,3,1,NA,0,1,NA,1,NA,111,111,471,111,14,0,111
underestimator,underestimator,21,3,2,1,1,1.373753100000613,57,6,1,1,NA,1,0,0,1,NA,1,112,112,472,112,21,0,112
underestimator,underestimator,41,3,4,1,1,0.5760037000000011,88,6,1,3,1,NA,0,0,NA,1,NA,113,113,473,113,41,0,113
underestimator,underestimator,34,3,3,4,1,0.8992069999994783,39,6,4,6,NA,0,0,0,-1,NA,0,114,114,474,114,34,0,114
underestimator,underestimator,23,3,2,3,0,0.933684099999482,65,6,2,4,1,NA,0,1,NA,1,NA,115,115,475,115,23,0,115
underestimator,underestimator,31,3,3,1,1,0.7598416000000725,74,6,1,2,1,NA,0,0,NA,1,NA,116,116,476,116,31,0,116
underestimator,underestimator,41,3,4,1,1,0.8753632000007201,55,6,1,3,1,NA,0,0,NA,1,NA,117,117,477,117,41,0,117
underestimator,underestimator,23,3,2,3,0,0.8753145999999106,59,6,2,4,1,NA,0,1,NA,1,NA,118,118,478,118,23,0,118
underestimator,underestimator,14,3,1,4,0,0.7439538000007815,56,6,1,3,1,NA,0,1,NA,1,NA,119,119,479,119,14,0,119
underestimator,underestimator,14,3,1,4,0,0.5784942999998748,57,6,1,3,1,NA,0,1,NA,1,NA,120,120,480,120,14,0,120
underestimator,underestimator,41,3,4,1,1,0.5911695000004329,59,6,1,3,1,NA,0,0,NA,1,NA,121,121,481,121,41,0,121
underestimator,underestimator,41,3,4,1,1,0.5792356000001746,47,6,1,3,1,NA,0,0,NA,1,NA,122,122,482,122,41,0,122
underestimator,underestimator,31,3,3,1,1,0.6164561999994476,27,6,1,2,1,NA,0,0,NA,1,NA,123,123,483,123,31,0,123
underestimator,underestimator,13,3,1,3,0,0.5799881000002642,60,6,1,2,1,NA,0,1,NA,1,NA,124,124,484,124,13,0,124
underestimator,underestimator,12,3,1,2,0,0.6173235999995086,70,6,1,1,NA,1,0,1,1,NA,1,125,125,485,125,12,0,125
underestimator,underestimator,34,3,3,4,1,0.953332600000067,40,6,4,6,NA,0,0,0,-1,NA,0,126,126,486,126,34,0,126
underestimator,underestimator,32,3,3,2,1,0.8659397999999783,63,6,2,4,1,NA,0,0,NA,1,NA,127,127,487,127,32,0,127
underestimator,underestimator,23,3,2,3,0,0.8247810000002573,53,6,2,4,1,NA,0,1,NA,1,NA,128,128,488,128,23,0,128
underestimator,underestimator,41,3,4,1,1,0.8671942000000854,86,6,1,3,1,NA,0,0,NA,1,NA,129,129,489,129,41,0,129
underestimator,underestimator,31,3,3,1,1,0.6246547000000646,49,6,1,2,1,NA,0,0,NA,1,NA,130,130,490,130,31,0,130
underestimator,underestimator,14,3,1,4,0,0.7696415000000343,55,6,1,3,1,NA,0,1,NA,1,NA,131,131,491,131,14,0,131
underestimator,underestimator,23,3,2,3,0,0.7866778999996313,58,6,2,4,1,NA,0,1,NA,1,NA,132,132,492,132,23,0,132
underestimator,underestimator,14,3,1,4,0,0.5916299999998955,45,6,1,3,1,NA,0,1,NA,1,NA,133,133,493,133,14,0,133
underestimator,underestimator,32,3,3,2,1,0.6397700000006807,54,6,2,4,1,NA,0,0,NA,1,NA,134,134,494,134,32,0,134
underestimator,underestimator,34,3,3,4,1,0.8102168000004895,46,6,4,6,NA,0,0,0,-1,NA,0,135,135,495,135,34,0,135
underestimator,underestimator,14,3,1,4,0,0.841144500000155,67,6,1,3,1,NA,0,1,NA,1,NA,136,136,496,136,14,0,136
underestimator,underestimator,32,3,3,2,1,0.5653518999997686,58,6,2,4,1,NA,0,0,NA,1,NA,137,137,497,137,32,0,137
underestimator,underestimator,34,3,3,4,1,0.7748799000000872,37,6,4,6,NA,0,0,0,-1,NA,0,138,138,498,138,34,0,138
underestimator,underestimator,24,3,2,4,0,0.9204834000001938,71,6,2,5,1,NA,0,1,NA,1,NA,139,139,499,139,24,0,139
underestimator,underestimator,43,3,4,3,0,1.0665131999994628,39,6,4,6,NA,0,0,1,-1,NA,0,140,140,500,140,43,0,140
underestimator,underestimator,21,3,2,1,1,0.7253241999997044,77,6,1,1,NA,1,0,0,1,NA,1,141,141,501,141,21,0,141
underestimator,underestimator,12,3,1,2,0,0.5527013000000807,58,6,1,1,NA,1,0,1,1,NA,1,142,142,502,142,12,0,142
underestimator,underestimator,13,3,1,3,0,0.7750386999996408,72,6,1,2,1,NA,0,1,NA,1,NA,143,143,503,143,13,0,143
underestimator,underestimator,34,3,3,4,1,0.6286294000001362,49,6,4,6,NA,0,0,0,-1,NA,0,144,144,504,144,34,0,144
underestimator,underestimator,14,3,1,4,0,0.5920620999995663,91,6,1,3,1,NA,0,1,NA,1,NA,145,145,505,145,14,0,145
underestimator,underestimator,32,3,3,2,1,0.6416774000008445,60,6,2,4,1,NA,0,0,NA,1,NA,146,146,506,146,32,0,146
underestimator,underestimator,42,3,4,2,1,0.48614939999970375,54,6,2,5,1,NA,0,0,NA,1,NA,147,147,507,147,42,0,147
underestimator,underestimator,12,3,1,2,0,0.8837461000002804,41,6,1,1,NA,1,0,1,1,NA,1,148,148,508,148,12,0,148
underestimator,underestimator,42,3,4,2,1,0.6704648999993879,65,6,2,5,1,NA,0,0,NA,1,NA,149,149,509,149,42,0,149
underestimator,underestimator,31,3,3,1,1,0.8196046000002752,50,6,1,2,1,NA,0,0,NA,1,NA,150,150,510,150,31,0,150
underestimator,underestimator,34,3,3,4,1,0.8413130000008096,37,6,4,6,NA,0,0,0,-1,NA,0,151,151,511,151,34,0,151
underestimator,underestimator,41,3,4,1,1,0.7292121999998926,60,6,1,3,1,NA,0,0,NA,1,NA,152,152,512,152,41,0,152
underestimator,underestimator,24,3,2,4,0,0.9410236000003351,57,6,2,5,1,NA,0,1,NA,1,NA,153,153,513,153,24,0,153
underestimator,underestimator,42,3,4,2,1,0.6179469999997309,52,6,2,5,1,NA,0,0,NA,1,NA,154,154,514,154,42,0,154
underestimator,underestimator,14,3,1,4,0,0.8452661000001171,31,6,1,3,1,NA,0,1,NA,1,NA,155,155,515,155,14,0,155
underestimator,underestimator,21,3,2,1,1,0.8426810000000842,69,6,1,1,NA,1,0,0,1,NA,1,156,156,516,156,21,0,156
underestimator,underestimator,34,3,3,4,1,0.7781139999997322,45,6,4,6,NA,0,0,0,-1,NA,0,157,157,517,157,34,0,157
underestimator,underestimator,23,3,2,3,0,0.6929221000000325,60,6,2,4,1,NA,0,1,NA,1,NA,158,158,518,158,23,0,158
underestimator,underestimator,14,3,1,4,0,0.6148126000007323,48,6,1,3,1,NA,0,1,NA,1,NA,159,159,519,159,14,0,159
underestimator,underestimator,42,3,4,2,1,0.7420536999998149,61,6,2,5,1,NA,0,0,NA,1,NA,160,160,520,160,42,0,160
underestimator,underestimator,23,3,2,3,0,0.7828338999997868,64,6,2,4,1,NA,0,1,NA,1,NA,161,161,521,161,23,0,161
underestimator,underestimator,43,3,4,3,0,0.9297230000001946,42,6,4,6,NA,0,0,1,-1,NA,0,162,162,522,162,43,0,162
underestimator,underestimator,32,3,3,2,1,0.6413892999999007,60,6,2,4,1,NA,0,0,NA,1,NA,163,163,523,163,32,0,163
underestimator,underestimator,23,3,2,3,0,0.5940894000004846,54,6,2,4,1,NA,0,1,NA,1,NA,164,164,524,164,23,0,164
underestimator,underestimator,23,3,2,3,0,0.5917918000004647,62,6,2,4,1,NA,0,1,NA,1,NA,165,165,525,165,23,0,165
underestimator,underestimator,31,3,3,1,1,0.6022583000003578,48,6,1,2,1,NA,0,0,NA,1,NA,166,166,526,166,31,0,166
underestimator,underestimator,31,3,3,1,1,0.8084256000001915,54,6,1,2,1,NA,0,0,NA,1,NA,167,167,527,167,31,0,167
underestimator,underestimator,34,3,3,4,1,0.8426970999998957,28,6,4,6,NA,0,0,0,-1,NA,0,168,168,528,168,34,0,168
underestimator,underestimator,31,3,3,1,1,0.5273999999999432,36,6,1,2,1,NA,0,0,NA,1,NA,169,169,529,169,31,0,169
underestimator,underestimator,14,3,1,4,0,0.6164211000004798,77,6,1,3,1,NA,0,1,NA,1,NA,170,170,530,170,14,0,170
underestimator,underestimator,43,3,4,3,0,0.6530359999997017,36,6,4,6,NA,0,0,1,-1,NA,0,171,171,531,171,43,0,171
underestimator,underestimator,13,3,1,3,0,0.5513141999999789,63,6,1,2,1,NA,0,1,NA,1,NA,172,172,532,172,13,0,172
underestimator,underestimator,14,3,1,4,0,0.5300089000002117,75,6,1,3,1,NA,0,1,NA,1,NA,173,173,533,173,14,0,173
underestimator,underestimator,31,3,3,1,1,0.642686600000161,58,6,1,2,1,NA,0,0,NA,1,NA,174,174,534,174,31,0,174
underestimator,underestimator,12,3,1,2,0,0.578110899999956,37,6,1,1,NA,1,0,1,1,NA,1,175,175,535,175,12,0,175
